ID,Title,Brand,Category,Description,Specifications
dLGDVDmEEI2lV8CArAcd7E,"","iFi Audio","Personal Audio/Portable Dacs and Amps","No description available","DSD:&nbsp;256/128/64, Quad/Double/Single-Speed: ; PCM:&nbsp;384/352.8/192/176.4/96/88.2/48/44.1kHz: ; DXD:&nbsp;384/352.8kHz: ; MQA:&nbsp;384/352.8kHz: ; Balanced: 4.4mm; S-Balanced (S-E): 3.5mm; Balanced: 400mW @ 32&Omega;; 6.3V @ 600&Omega;&nbsp;; S-Balanced (S-E): 280mW @ 32&Omega;; 3.2V @ 600&Omega;"
dLGDVDmEEI2lV8CArAcfBk,"","iFi Audio","Personal Audio/Portable Dacs and Amps","No description available","Digital: USB 3.0 B (USB2.0 compatible)/S-PDIF (coaxial/optical), Bluetooth 5.1&trade; (AAC, SBC, aptX, aptX HD, aptX Adaptive, aptX LL, LDAC, LHDC/HWA Codec); Formats:&nbsp;DSD512/256/128/64, Octa/Quad/Double/Single-Speed DSD, DXD (768/705.6/384/352.8kHz), Double/Single-Speed DXD, PCM (768/705.6/384/352.8/192/176.4/96/88.2/48/44.1kHz), MQA, Bluetooth 96kHz: ; Balanced XLR: 6.3V / 7.7V max. (variable), 4.4V fixed; Unbalanced RCA: 3.2V / 3.9V max. (variable), 2.2V fixed; Balanced: &lArr;100&Omega;; Unbalanced:&nbsp;&lArr;50&Omega;: ; SNR: -112dB(A) @ 0dBFS (Unbalanced/balanced); DNR: &gt;116dB(A) @ -60dBFS (Unbalanced/balanced); THD + N: &lt;0.0015% @ 0dBFS (Unbalanced/balanced); &gt;64V/68.6 mW (@ 600&Omega;): ; &gt;5.77V/1040 mW (@ 32&Omega;): ; &gt;3.25V/17.6 mW (@ 600&Omega;): ; &gt;3V/295 mW (@ 32&Omega;): ; No Signal ~0.5W: ; Max Signal ~2.5W: "
dLGDVDmEEI2lV8CArAcgSi,"","McIntosh","Personal Audio/Portable Dacs and Amps","No description available","Headphone Power Output: 500mW; 32-100 Ohms: ; 100-250 Ohms: ; 250-600 Ohms: ; 600-1,000 Ohms: ; Power Output per Channel: N/A; Speaker Impedance: N/A; Rated Power Band: 20Hz to 20kHz; Total Harmonic Distortion: 0.5%; 0.04% Typical: ; 0.4% Maximum: ; 12dB at 32 Ohms: ; 17dB at 100 Ohms: ; 21dB at 250 Ohms: ; 25dB at 600 Ohms: ; Headphone Output: One pair of 3-pin balanced XLR connectors for dedicated Left and Right balanced output; One 4-pin balanced XLR connector for balanced stereo output; One 1/4"" stereo headphone jack; Balanced Input: 1; Unbalanced Input: 1; Digital AES/EBU Input: 0; Digital Coaxial Input: 0; Digital Optical Input: 0; Digital MCT (DIN) Input: 0; Digital USB Input: 0; Preamplifier Output: 0; Tone Controls: No; Power Control Input: 1; Power Control Output: 1; Output Meters: No; Vaccum Tube or Solid State: Vaccum Tube; Power Requirement: 120V 50/60Hz, 1.5A; Standby Power Requirement: &lt;0.5 Watts; Output Type: Unity Coupled Output Transformer; Dimensions (W x H x D): 6-1/8"" x 5-3/4"" x 9-1/8""; Weight: 10.5 lbs"
dLGDVDmEEI2lV8CArAchHo,"","Sony","Personal Audio/Portable Dacs and Amps","No description available","DAC: Cirrus Logic CS43131; Bluetooth: Qualcomm QCC 5100; Wireless: Bluetooth 5.1 (AAC, SBC, aptX, aptX HD, aptX Adaptive, aptX LL, LDAC, LHDC/HWA Codec); Wired: USB-C (24.96); Balanced: 4.4mm; SE: 3.5mm; Balanced: 245mW @ 32&Omega;; 5.6v @ 600&Omega;; SE: 165mW @ 32&Omega;; 2.8V @ 600&Omega;; Balanced: &lt;1&Omega;; SE: &lt;1&Omega;; Balanced: 111dB(A) @ 0dBFS; SE: 116.5dB(A) @ 0dBFS; Balanced/SE: &gt;120dB(A); Balanced: &lt;0.009% @ (6.5mW/2.0V @ 600&Omega;); SE: &lt;0.03% @ (100mW/1.27v @ 16&Omega;)"
dLGDVDmEEI2lV8CArAcpNU,"","iFi Audio","Personal Audio/Headphone Amplifiers","No description available","&gt;6.7V/75 mW (@ 600&Omega;): ; &gt;6.5V/660 mW (@ 64&Omega;): ; &gt;6.2V/1200 mW (@ 32&Omega;): ; RCA: 3.8V RMS; 3.5mm: 1.92V RMS"
dLGDVDmEEI2lV8CArAd3oS,"","Shure","Personal Audio/Phone and Tablet Accessories","No description available","Overall Dimensions (w/o windscreen): 1.81"" x 0.87"" x 0.59""; Weight (w/o windscreen): 8.2 g [0.29 oz]; Housing: Black PC/ABS Thermoplastic; Antenna: Sheet metal with copper-nickel-zync alloy"
dLGDVDmEEI2lV8CArAd4mq,"","Shure","Personal Audio/Phone and Tablet Accessories","No description available","Frequency Response: 50-20kHZ +/-1dB; Dynamic Range (A-Weighted): 100dB; Equivalent Noise (A-Weighted, Camera Out = Line Level): 31 dBSPL; Equivalent Input Noise (A-Weighted, Direct to phone): 26 dBSPL; Max Sound Pressure Level (SPL): 130dBSPL; Sensitivity when used with MV-LAV (Mic Gain = 0dB): -45dBV @94dBSPL (1 Pascal RMS); Bit Depth: 24 Bit; Sampling Rate: 48ksps or 44.1ksps (Host dependent); Gain Adjustment Range: 0 - 60 dB; Minimum Load Impedance &ndash; HP: 16 ohms; Maximum Headphone Output Level: 26.4mW @1% THD; Minimum Load Impedance - Camera Out: 2k ohms; Maximum Camera Output Level (Mic Setting): -26dBV; Maximum Camera Output Level (Line Setting): -8.3dBV; Latency to 3.5mm (without NR): 15.33 ms (within 1 frame @60fps); Latency to 3.5mm (with NR): 17.33 ms; Latency to USB: Device Dependent Host Device Dependent; Range: Up to 100ft (30m) line of sight; Overall Dimensions (w/o windscreen): 1.81"" x 0.87"" x 0.59""; Weight (w/o windscreen): 8.2 g [0.29 oz]; Housing: Black PC/ABS Thermoplastic; Antenna: Sheet metal with copper-nickel-zync alloy; Overall Dimensions (with cold shoe mount fully extended): 2.55"" x 2.64"" x 0.75""; Weight (w/o windscreen): 81 g [2.86 oz]; Housing: Black PC/ABS Thermoplastic; Antenna: Sheet metal (tin-plated steel)"
dLGDVDmEEI2lV8CArAdTYq,"","Bose","Personal Audio/Carrying Cases and Protection","No description available","Bluetooth: Yes (5.3); Case Charging Input: USB-C; A 2DP Bluetooth Audio Streaming: ; Bluetooth: ; Bluetooth Low Energy: ; HFP Bluetooth: ; Snapdragon Sound: ; Wireless Connectivity: ; AAC Bluetooth: ; SBC Bluetooth: ; Plastic (PC-A BS): ; Metal: ; Silicone: ; Gold Plating: ; * Testing conducted by Bose with audio playback at a loudness of 75 dBA. Battery life varies based on settings and usage.: ; ** Testing conducted by Bose by inserting battery-depleted earbuds into a fully charged case, charging to 100% (or until the case battery was depleted), playing audio at a loudness of 75 dBA until earbud battery depletion, and repeating until case battery depletion.: ; *** Testing conducted by Bose by removing fully charged earbuds from the case, connecting to a phone with no content playing, and maintaining connection until earbud battery depletion.: "
dLGDVDmEEI2lV8CArAdYEO,"","Sofa Rockers","Personal Audio/Carrying Cases and Protection","No description available",""
dLGDVDmEEI2lV8CArAeBW0,"","Ortofon","Personal Audio/Replacement Parts","No description available","2M Blue: ; Interchangeable with 2M Red: "
dLGDVDmEEI2lV8CArAeqtg,"","Denon","Home Audio/Amplifiers","No description available","Number of Power Amps: 13; 150 watts per channel (8 ohm, 20Hz: 20kHz,0.05% 2ch Drive); 190 watts per channel (6 ohm, 1kHz, 0.7% 2ch Drive): ; 260 watts per channel (6 ohm, 1kHz,10% 1ch Drive): ; System Remote Control: RC-1261; Power Consumption in W: 900W; Power Consumption No-Sound (ECO on/off) in W: 70W/125W; Standby Consumption in W: 0.1W; CEC Standby Consumption in W: 0.5W; Network Standby Consumption in W: Less than 2.0W; Antenna, Horizontal (W &times; D &times; H): 17.1"" &times; 7.7"" x 19""; Antenna, Vertical (W &times; D &times; H): 17.1"" &times; 10.2"" x 19""; Antenna, w/o Antenna (W &times; D &times; H): 17.1"" &times; 7.7"" x 18.6""; HDMI In/Out: 7/3; Analog In/Out: 6+1 / 0; Phono (MM) In: Yes; Digital In: Optical / Coaxial: 2 / 2; Multi-Room Out: Analog / Digital: 2 / 0; Multichannel Pre-Out: Yes (15.4); Subwoofer Out: 4 (independent); Number of Speaker Terminals: 15; Speaker A/B: Assignable; Bi-Amp Drive: Assignable; Multi-Room Speaker Terminal: Assignable"
dLGDVDmEEI2lV8CArAerls,"","Marantz","Home Audio/Amplifiers","No description available","Loudspeaker Binding Posts: 4-way binding posts; Digital Inputs: HDMI (eARC), TOSLINK (2); Analog Inputs: RCA L/R; Subwoofer Out: RCA Mono; &nbsp;: ; Channel Assignments: Stereo (Default), Dual Mono; Volume Limit: 80-100%; Balance: -15dB to +15dB; Adjustable High Pass / Low Pass Filters: 40-250 Hz / 40-120 Hz; EQ: Bass, Treble -5dB to +5dB; Sound Modes: Stereo, Direct, Virtual, Dialog Enhancer, Night Mode; TV Sound Grouping: Yes; Decoding: Dolby Digital +, Dolby Digital, LPCM, DSD; Stereo PCM / Multi-channel PCM: Yes / Yes; Stereo File Formats (HEOS network share or USB): ; AAC &amp; MP3: up to and including 320 kbps; WAV, ALAC, FLAC: up to and including 24-bit/192kHz; DSD: 2.8 MHz, 5.6MHz; Bluetooth Receive: BT 5.X; Bluetooth Transmit: No; AirPlay: AirPlay 2; Spotify: Spotify Connect; Music Services Supported (HEOS, subject to change and local availability): Pandora, Spotify, TuneIn, SiriusXM, Amazon Music, Tidal, &nbsp;Tidal HiRes, iHeartRadio, Deezer, &nbsp;Deezer HiFi, Mood:Mix, Sony Hi-Res, AWA, QPlay, SoundCloud; Music stored on mobile device: Yes (iOS, Android or Kindle Fire); NAS (Network Attached Storage): Network share, DLNA; USB Storage Device Playback: Yes (FAT32, NTFS formatted drives); Wired Connectivity: Ethernet; Wireless Connectivity: Dual band, 802.11 a/b/g/n/ac; IR Input: 3.5mm; IR Learning: Yes; Control System Compatibility via TCP/IP: Crestron, Control4, AMX; HEOS App: iOS, Android, Kindle Fire; Trigger Output DC 12V: Yes (4); Product Color: Black; User Interface: ; Volume up/down: ; Play / Pause: ; Quick Select 1/2/3: ; Multi-colored LED status indicator: ; Connect button (rear): ; Bluetooth button (rear): ; Dimensions (W x D x H): 9.41"" x 8.54"" x 3.31""; Weight: 4.84 lbs; 1x 160mm (6"") Polypropylene cone bass/midrange: ; 1x 25mm (1"") soft dome tweeter: "
dLGDVDmEEI2lV8CArAestY,"","McIntosh","Home Audio/Amplifiers","No description available","FTC Power Output Rating: 100 W; Power Output per Channel: ; 100 W into 8 ohms: ; 160 W into 4 ohms: ; Number of Channels: 2; Rated Power Band: 20Hz to 20kHz; Total Harmonic Distortion: 0.005%; Dynamic Headroom: 1.8dB; Frequency Response +0,-0.5dB: 20Hz to 20kHz; Frequency Response, +0, -3dB: 10Hz to 100kHz; Sensitivity Phono (Moving Coil): N/A; Sensitivity Phono (Moving Magnet): 2.5mV; Sensitivity High Level (Balanced / Unbalanced): 0.5V/0.25V; Sensitivity (Power Amp input): 1V; Signal To Noise Ratio (Moving Coil): N/A; Signal To Noise Ratio (Moving Magnet): 82dB; Signal To Noise Ratio (High Level): 95dB; Signal To Noise Ratio (Power Amp input): 110dB; Input Impedance (Balanced / Unbalanced): 20K/20K; Damping Factor: ; 8 ohms: &gt;200; 4 ohms: &gt;100; Maximum Output (Balanced / Unbalanced): 8V Unbalanced; Balanced Input: 1; Unbalanced Input: 4; Phono Input Moving Coil: 0; Phono Input Moving Magnet: 1 (fixed loading); Upgradeable Digital Audio Module: No; Digital Coaxial Input: 2; Digital Optical Input: 2; Digital MCT Input: 1; Digital USB Input: 1; HDMI (ARC) Input: 1; Balanced Variable Output: 0; Unbalanced Fixed Output: 0; Unbalanced Variable Output: 1; Headphone Output: 1/4"" High Drive with Headphone Crossfeed Director (HXD&reg;); Subwoofer Output: 1; AM/FM Tuner option: No; Home Theater PassThru: Yes; Unbalanced Analog Connector Type: Standard; Speaker Binding Post Type: Standard; Service Port: 1; Digital-to-Analog Converter (DAC) Type: 8-channel, 32-bit/384kHz PCM/DSD, Quad Balanced; Digital Coaxial Input Sample Rate: 24-bit/44.1kHz to 192kHz; Digital Optical Input Sample Rate: 24-bit/44.1kHz to 192kHz; Digital MCT Input Sample Rate: ; 16-bit/44.1kHz (CD): ; DSD64 (SACD): ; Digital USB Input Sample Rate: ; 32-bit/44.1kHz to 384kHz (PCM): ; DSD64, DSD128, DSD256, DXD352.8kHz, DXD384kHz: ; Tone Controls: Bass and Treble; Tone Bypass and Input Assign: Yes; RS232 Control Input: Yes; Power Control Output: 1 Main; Rear Panel Data Port: 2; Rear Panel IR Sensor Input: Yes; Input Level Match: Yes; Vacuum Tube or Solid State: Solid State; Output Type: Direct Coupled; Output Meters: Yes; Dual Layer Chassis: Yes; Chassis Finish: Black painted steel; McIntosh Monogrammed Heatsinks&trade;: Yes; 100 Volts, 50/60Hz at 3.7 amps: ; 110 Volts, 50/60Hz at 3.4 amps: ; 120 Volts, 50/60Hz at 3.2 amps: ; 220 Volts, 50/60Hz at 1.8 amps: ; 230 Volts, 50/60Hz at 1.6 amps: ; 240 Volts, 50/60Hz at 1.6 amps: ; Standby Power Requirement: &lt;0.25 Watts; Unit Dimensions: ; With Vertical Antenna (W x H x D): 17-1/2"" x 8-1/8"" x 18-3/4""; With Horizontal Antenna (W x H x D): 17-1/2"" x 8-1/8"" x 22-1/4""; Unit Weight: 38 lbs. (17.2 kg)"
dLGDVDmEEI2lV8CArAetJs,"","NAD Electronics","Home Audio/Amplifiers","No description available","THD (20Hz - 20kHz): &lt;0.03% in 300 ohms at 2V out; Signal-to-noise ratio: &gt;100dB (A-weighted, 32 ohms, ref. 2V out, unity gain); Frequency response: &plusmn;0.3dB (20Hz - 20kHz); Output impedance: 68 ohms; Continuous output power into 8 ohms and 4 ohms: 40W (ref. 20Hz - 20kHz at rated THD, both channels driven); THD (20Hz - 20kHz): &lt;0.03% (250mW to 40W, 8 ohms and 4 ohms); &gt;95dB (A-weighted, 500mV input, ref. 1W out in 8 ohms): ; &gt;97dB (A-weighted, 500mV input, unity gain in 32 ohms): ; &gt;45W in 8 ohms: ; &gt;60W in 4 ohms: ; 8 ohms: 90W; 4 ohms: 120W; 2 ohms: 170W; THD (20Hz - 20kHz): &lt;0.03% (1W to 40W, 8 ohms and 4 ohms); Signal-to-noise ratio: &gt;75dB with IHF MM cartridge (A-weighted, ref. 5mV input 1kHz and 1W output in 8 ohms); Frequency response (RIAA deviation): &plusmn;0.3dB (20Hz - 20kHz, Tone Defeat ON); Maximum input level: 71mV (1kHZ THD 0.1%); Input sensitivity (for 40W in 8 ohms): 2.95mV; Dimensions (W x H x D): 17 1/8"" x 3 9/16"" x 11 1/4""; Weight: 12.1 lbs."
dLGDVDmEEI2lV8CArAfLRM,"","McIntosh","Home Audio/Receivers","No description available","+0, -0.25dB from 20Hz to 20,000Hz: ; +0, -3dB from 10Hz to 100,000Hz: ; 2.2 Volt Balanced with a 4 ohm Loudspeaker: ; 1.1 Volt Unbalanced with a 4 ohm Loudspeaker: ; 3.0 Volt Balanced with an 8 ohm Loudspeaker: ; 1.6 Volt Unbalanced with an 8 ohm Loudspeaker: ; Greater than 70 at 4 ohms: ; Greater than 140 at 8 ohms: ; 20,000 ohms Balanced: ; 10,000 ohms Unbalanced: "
dLGDVDmEEI2lV8CArAj4E0,"","McIntosh","Home Audio/Preamps","No description available","Number of Channels: 2; Total Harmonic Distortion: 0.005%; +0, -0.5dB from 20Hz to 20kHz: ; +0, -3dB from 15Hz to 100kHz: ; Balanced Input: 3; Unbalanced Input: 4; Phono Input Moving Coil: Up to 2 (unit has 2 Phono inputs; each is user configurable as either Moving Coil or Moving Magnet); Phono Input Moving Magnet: Up to 2 (unit has 2 Phono inputs; each is user configurable as either Moving Coil or Moving Magnet); Upgradeable Digital Audio Module: Yes (DA2); Digital Coaxial Input: 2; Digital Optical Input: 2; Digital MCT Input: 1; Digital USB Input: 1; HDMI (ARC) Input: 1; Digital AES/EBU Input: 0; Balanced Fixed Output: 0; Balanced Variable Output: 3; Unbalanced Fixed Output: 0; Unbalanced Variable Output: 3; Headphone Output: 1/4"" High Drive with Headphone Crossfeed Director (HXD&reg;); Input Level Match: Yes, +/- 6dB; Home Theater PassThru: Yes; Unbalanced Analog Connector Type: Premium gold-plated solid brass; Service Port: 1; Network Connection: 1; Tone Controls: 8-band (each band adjustable &plusmn; 12dB ); Tone Bypass and Input Assign: Yes; RS232 Control Input: Yes; Power Control Output: 1 Main, 4 Trigger; Rear Panel Data Port: 6; Rear Panel IR Sensor Input: Yes; Multi-Chassis or Single: Single, two-layer; Output Meters: Yes; Vacuum Tube or Solid State: Solid State; Power Consumption (On): 75 Watts; Unit Dimensions (W x H x D): 17.5"" x 7.625"" &nbsp;x 16.5""; Unit Weight: 28 lbs (12.5 kg); Shipping Weight: 43.5 lbs (19.7 kg)"
dLGDVDmEEI2lV8CArAj5FU,"","McIntosh","Home Audio/Preamps","No description available","Moving magnet: 40dB; Moving coil: 60dB; To main output: 15dB; To fixed output: 0dB; Moving coil: 78dB; Moving magnet: 80dB; Moving coil: 8mV; Moving magnet: 80mV; Moving coil: 1mV; Moving magnet: 10mV; Optical: PCM - 24Bit - 96kHz; Coaxial: PCM - 24Bit - 96kHz; USB: PCM - 24Bit - 96kHz"
dLGDVDmEEI2lV8CArAj6ce,"","NAD Electronics","Home Audio/Preamps","No description available","Input impedance: 100 ohm + 180pF; Gain at 1kHz: 60dB; Input sensitivity: 0.3mV; Signal-to-noise ratio: 78dB; Input overload: 0.8/9/84mV; Rated distortion: &lt;0.03%; RIAA response accuracy: &plusmn;0.3dB; Input impedance: 47 kilohm + 200pF; Gain at 1kHz: 35dB; Input sensitivity: 2.5mV; Signal-to-noise ratio: 80dB; Input overload: 10/102/950mV; Rated distortion: &lt;0.03%; RIAA response accuracy: &plusmn;0.3dB; Output impedance: 100 ohms; Maximum output level: 5.3V; AC supply: External 23.5V DC; Dimensions (W x H x D): 5 5/16"" x 1 15/16"" x 2 7/8"""
dLGDVDmEEI2lV8CArAj9Gm,"","Rotel","Home Audio/Preamps","No description available","Line Level Inputs :10Hz: 100kHz (+0dB, -0.2dB); Digital Inputs:20Hz: 20kHz (0±0.5dB, Max); Phono Input:20Hz: 20kHz (+0.3dB, -0.2dB); Line Level Inputs: 118dB; Digital Inputs: 100dB; Phono Input: 80dB"
dLGDVDmEEI2lV8CArAk2Ky,"","Audio-Technica","Home Audio/Turntables","No description available","Communication System: Bluetooth version 5.2; RF Output: 2.5 mW EIRP; Maximum Communication Range: Line of sight - approx. 10 m (33'); Frequency Band: 2.402 GHz to 2.480 GHz; Modulation Method: GFSK, Pi/4DQPSK, 8DPSK; Compatible Bluetooth Profiles: A2DP; Supported Codecs: Qualcomm&reg; aptXTM Adaptive audio, Qualcomm&reg; aptXTM audio, SBC; Type: Belt-drive, fully automatic operation; Motor: DC motor; Drive Method: Belt drive; Speeds: 33-1/3 RPM, 45 RPM; Turntable Platter: Die-cast aluminum; Wow and Flutter: &lt; 0.2 % WRMS (33 RPM) at 3 kHz; Signal-to-Noise Ratio: &gt; 60 dB; PHONO: 4.0 mV nominal at 1 kHz, 5 cm/sec; LINE: 252 mV nominal at 1 kHz, 5 cm/sec; Type: Static balanced straight tonearm; Effective Length: 8.72"" (221.5 mm); Overhang: 19 mm; Maximum Tracking Error Angle: Less than 3.0&deg;; Stylus Pressure Adjustment Range: 1 to 4 g; Applicable Cartridge Weight Range (including headshell): 14.5 to 20 g; Cartridge Model: AT-VM95C; Cartridge Type: VM; Recommended Load Impedance: 47,000 ohms; Output Voltage: 4.0 mV (1kHz, 5cm/sec); Stylus: 0.6 mil bonded conical; Cantilever: Aluminum pipe; Tracking Force Range: 1.8 to 2.2 g (standard 2.0 g); Cartridge Weight: 6.1g (0.22 oz); Headshell Model: AT-HS3BK; 11.1 g (including lead wires): ; 10.3 g (excluding lead wires): ; Power Supply Requirements: 100-240 V, 50Hz/60Hz, 0.6 A Max.; Power Consumption: 2 W; AC Adapter: 12 V, 0.5 A; Dimensions (W x H x D): 17"" &times; 5"" x 15""; Weight: 11 lbs; Replacement Stylus (sold separately): AT-VMN95C; Replacement Headshell (sold separately): AT-HS3BK; Replacement Belt (sold separately): AT-LP3XBT exclusive belt"
dLGDVDmEEI2lV8CArAk3Bc,"","Audio-Technica","Home Audio/Turntables","No description available","Preamp PHONO 2.5mV nominal at 1kHz, 5cm/sec: ; Preamp LINE 150mV nominal at 1kHz, 5cm/sec: "
dLGDVDmEEI2lV8CArAk7ES,"","JBL","Home Audio/Turntables","No description available","Removeable Head Shell: ; Adjustable Counterweight: ; Adjustable Anti-skate: "
dLGDVDmEEI2lV8CArAkBFk,"","Pro-Ject","Home Audio/Turntables","No description available","Speed: 33, 45/(78) (electronic speed change); Drive principle: belt-drive w/ electronic speed control; Platter: 300mm, die-cast aluminum platter with TPE damping and felt mat; Platter bearing: high-precision stainless steel axle in bronze bushing; Wow &amp; flutter: 33: +/-0.16%; 45: +/-0.14%; Speed drift: 33: +/-0.40%; 45: +/-0.50%; Signal to noise: 68dB; Tonearm: 10&Prime; aluminum with SME-type headshell connection; Effective arm length/mass: 254mm/8g; Overhang: 16mm; Included accessories: 15V DC / 0.8A power supply, dustcover, 78rpm round belt, 7&Prime; singles adapter; Power consumption: 4W (0W standby); Dimensions (W x H x D):&nbsp;18.19"" x 5.71"" x 13.58"": ; Mass (weight): 8kg (15.43 lbs) net; Stylus: elliptical; Mass: 18.5g; Tip radius: 13/25&micro;m; Frequency response: 20Hz-22kHz; Output voltage: 6mV; Channel separation: 24dB @ 1kHz; Compliance dynamic/lateral: 7&micro;m/mN; Tracking force range: 2.0-5.0g; Tracking angle: 20&deg;; Internal inductance: 450mH; Recommended load resistance: 47k ohms; Recommended load capacitance: 200-600pF"
dLGDVDmEEI2lV8CArAkqaK,"","Denon","Home Audio/CD Players","No description available","Channels: 2.0 Ch; Frequency response: 2 Hz-20 kHz (sampling frequency: 44.1 kHz); Dynamic Range: 101 dB; Signal-to-noise ratio: 112 dB; Total Harmonic Distortion: 0.0030%; Power Supply: AC 120V, 60kHz; Power Consumption in W: 13W; Power Consumption (Stand-by): 0.2W; Auto Power Off: No; Analog Output: 2ch; Digital Optical Output: x 1; Dimensions (Atenna: Horizontal) (W x H x D): 17.09"" x 4.21""&nbsp;x 10.75""&nbsp;; Packaging Dimensions (W x H x D): 20.47"" x 7.68"" x 14.57""; Weight: 8.82 lbs; Packaging Weight: 11.47 lbs"
